model,row_id,Subject,deleted_position,term,dfbetas,abs_dfbetas
left_main,364,146432,18,c_left_hpc_vs,-0.11047071684639663,0.11047071684639663
left_main,365,190031,19,c_ICV,0.056333216401479105,0.056333216401479105
left_main,365,190031,19,c_left_hpc_vs,0.08408063882543367,0.08408063882543367
left_main,366,309636,20,c_ICV,-0.023506199326826443,0.023506199326826443
left_main,366,309636,20,c_left_hpc_vs,-0.06188393073889099,0.06188393073889099
left_main,367,201818,21,c_ICV,-0.026481104175196613,0.026481104175196613
left_main,367,201818,21,c_left_hpc_vs,-0.06147543498512467,0.06147543498512467
left_main,368,168240,22,c_ICV,0.035540961684255704,0.035540961684255704
left_main,368,168240,22,c_left_hpc_vs,-0.07592870695584822,0.07592870695584822
left_main,369,172332,23,c_ICV,-0.04885881145005471,0.04885881145005471
left_main,369,172332,23,c_left_hpc_vs,-0.0494921632482684,0.0494921632482684
left_main,370,177645,24,c_ICV,-0.010973396724629747,0.010973396724629747
left_main,370,177645,24,c_left_hpc_vs,0.002267670237084087,0.002267670237084087
left_main,371,210415,25,c_ICV,-0.0332731144521344,0.0332731144521344
left_main,371,210415,25,c_left_hpc_vs,-0.05379496419485864,0.05379496419485864
left_main,372,133928,26,c_ICV,0.00563074127119865,0.00563074127119865
left_main,372,133928,26,c_left_hpc_vs,-0.06746700455981396,0.06746700455981396
left_main,373,188347,27,c_ICV,-0.00800591423435307,0.00800591423435307
left_main,373,188347,27,c_left_hpc_vs,0.014466104851337952,0.014466104851337952
left_main,375,744553,28,c_ICV,0.06135339471183258,0.06135339471183258
left_main,375,744553,28,c_left_hpc_vs,0.11280944097232645,0.11280944097232645
left_main,376,771354,29,c_ICV,0.018787299953449205,0.018787299953449205
left_main,376,771354,29,c_left_hpc_vs,0.06914199651758245,0.06914199651758245
left_main,377,214019,30,c_ICV,-0.024214441801052575,0.024214441801052575
left_main,377,214019,30,c_left_hpc_vs,-0.06047906664186918,0.06047906664186918
left_main,378,371843,31,c_ICV,9.422436480101852e-4,9.422436480101852e-4
left_main,378,371843,31,c_left_hpc_vs,-0.06907559453889763,0.06907559453889763
left_main,379,167036,32,c_ICV,-0.022515157249328666,0.022515157249328666
left_main,379,167036,32,c_left_hpc_vs,-0.059999934593579204,0.059999934593579204
left_main,381,459453,33,c_ICV,-0.039584722287290326,0.039584722287290326
left_main,381,459453,33,c_left_hpc_vs,-0.05167620148111374,0.05167620148111374
left_main,382,212419,34,c_ICV,0.010798365146388577,0.010798365146388577
left_main,382,212419,34,c_left_hpc_vs,-0.06769004071348445,0.06769004071348445
left_main,383,927359,35,c_ICV,-0.03215552103846179,0.03215552103846179
left_main,383,927359,35,c_left_hpc_vs,0.04452031494604221,0.04452031494604221
left_main,384,568963,36,c_ICV,0.06602665420294496,0.06602665420294496
left_main,384,568963,36,c_left_hpc_vs,0.05163035103321183,0.05163035103321183
left_main,385,917558,37,c_ICV,0.008143428273892112,0.008143428273892112
left_main,385,917558,37,c_left_hpc_vs,-0.0725934475332266,0.0725934475332266
left_main,387,144832,38,c_ICV,-0.006937520193305244,0.006937520193305244
left_main,387,144832,38,c_left_hpc_vs,-0.0542442834761474,0.0542442834761474
left_main,388,211922,39,c_ICV,-0.0016288289284991113,0.0016288289284991113
left_main,388,211922,39,c_left_hpc_vs,-0.05959807295588468,0.05959807295588468
left_main,389,155635,40,c_ICV,-0.010242169181234438,0.010242169181234438
left_main,389,155635,40,c_left_hpc_vs,0.0068422517455488325,0.0068422517455488325
left_main,390,111312,41,c_ICV,-0.02934548708790993,0.02934548708790993
